COG20_FUNCTION,enrichment_score,unadjusted_p_value,adjusted_q_value,associated_groups,accession,gene_clusters_ids,p_Other,p_Sourdough,N_Other,N_Sourdough
Asparagine synthetase B (glutamine-hydrolyzing) (AsnB) (PDB:2ETD) (PUBMED:25951518),0.744512429,0.388219209,0.764119284,Other,COG0367,GC_00001231,0.875,0.7931,32,29
Glycerophosphoryl diester phosphodiesterase (UgpQ) (PDB:1O1Z),0.744512429,0.388219209,0.764119284,Other,COG0584,"GC_00001636, GC_00003923, GC_00010562, GC_00011595",0.875,0.7931,32,29
Outer membrane cobalamin receptor protein BtuB (BtuB) (PDB:1NQE),0.744512429,0.388219209,0.764119284,Other,COG4206,"GC_00001624, GC_00003224, GC_00003689, GC_00004456, GC_00004676, GC_00004822",0.875,0.7931,32,29
"8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)",0.744512429,0.388219209,0.764119284,Other,COG0494,"GC_00001127, GC_00005106, GC_00005539",0.875,0.7931,32,29
"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)",0.744512429,0.388219209,0.764119284,Sourdough,COG0739,GC_00003596,0.125,0.2069,32,29
"Invasion protein IalB, involved in pathogenesis (IalB) (PDB:3DTD)",0.722884364,0.395199412,0.776526243,Sourdough,COG5342,"GC_00003580, GC_00005202, GC_00005582, GC_00005822, GC_00008532, GC_00011368",0.375,0.4828,32,29
"Arylsulfatase A or related enzyme, AlkP superfamily (AslA) (PDB:1E1Z)",0.722884364,0.395199412,0.776526243,Other,COG3119,"GC_00002007, GC_00002167, GC_00004932, GC_00005784, GC_00006277, GC_00006886, GC_00008053, GC_00008391, GC_00008610, GC_00009054",0.625,0.5172,32,29
"Superfamily II DNA or RNA helicase, SNF2 family (HepA) (PDB:6UXV)",0.698887069,0.403157908,0.789939611,Sourdough,COG0553,"GC_00002765, GC_00007059, GC_00010971, GC_00011318",0.1562,0.2414,32,29
"Uncharacterized membrane protein YadS, UPF0324 family (YeiH)",0.698887069,0.403157908,0.789939611,Other,COG2855,"GC_00002578, GC_00002615, GC_00004666, GC_00006952, GC_00007426, GC_00008509",0.8438,0.7586,32,29
Uracil phosphoribosyltransferase (Upp) (PDB:2EHJ),0.698887069,0.403157908,0.789939611,Other,COG0035,GC_00001312,0.8438,0.7586,32,29
Acyl-homoserine lactone (AHL) acylase PvdQ (PvdQ) (PDB:4HST),0.696118215,0.404091113,0.789939611,Sourdough,COG2366,GC_00002103,0.3438,0.4483,32,29
Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1),0.696118215,0.404091113,0.789939611,Other,COG0607,"GC_00002254, GC_00003394, GC_00004766, GC_00006004",0.6562,0.5517,32,29
Ribonuclease I (RnaI) (PDB:1BK7),0.696118215,0.404091113,0.789939611,Other,COG3719,"GC_00001961, GC_00004397",0.6562,0.5517,32,29
"Predicted ATPase domain of Cch-like helicases, DUF927 family (PDB:5DGK)",0.677954568,0.410291952,0.799337887,Other,COG5519,"GC_00002200, GC_00006679",0.375,0.2759,32,29
"DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)",0.677954568,0.410291952,0.799337887,Other,COG2188,"GC_00002648, GC_00008637, GC_00010128, GC_00010540",0.375,0.2759,32,29
"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)",0.677954568,0.410291952,0.799337887,Other,COG1609,"GC_00003424, GC_00004268, GC_00005589, GC_00008284, GC_00010855",0.375,0.2759,32,29
"Uncharacterized conserved protein, DUF2285 domain",0.677954568,0.410291952,0.799337887,Other,COG5419,"GC_00003464, GC_00005650, GC_00006294, GC_00006988, GC_00009011, GC_00009491, GC_00010080",0.375,0.2759,32,29
Capsule polysaccharide export protein KpsC/LpsZ (KpsC) (PDB:5FA0),0.673582214,0.411805465,0.800248554,Other,COG3563,"GC_00005686, GC_00007803, GC_00009680",0.2188,0.1379,32,29
Capsule polysaccharide modification protein KpsS (KpsS),0.673582214,0.411805465,0.800248554,Other,COG3562,GC_00003284,0.2188,0.1379,32,29
"Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family (PEBP) (PDB:1A44)",0.673582214,0.411805465,0.800248554,Sourdough,COG1881,GC_00001225,0.7812,0.8621,32,29
"Predicted ATPase, AAA+ superfamily",0.6722526,0.412267349,0.80046833,Sourdough,COG1223,"GC_00002980, GC_00009918",0.1875,0.2759,32,29
Beta-lactamase class A (PenP) (PDB:6W34),0.664392235,0.415013588,0.802406221,Sourdough,COG2367,"GC_00002516, GC_00002517",0.2812,0.3793,32,29
"Uncharacterized protein, contains phage Mu head morphogenesis gpF-like domain",0.664392235,0.415013588,0.802406221,Sourdough,COG2369,"GC_00005321, GC_00006081, GC_00007538, GC_00007623, GC_00009251, GC_00009437, GC_00010379, GC_00011502",0.2812,0.3793,32,29
Predicted esterase of the alpha/beta hydrolase fold (YdeN) (PDB:1UXO) (PUBMED:15159570),0.664392235,0.415013588,0.802406221,Other,COG3545,"GC_00002378, GC_00002898, GC_00003000, GC_00004661, GC_00007221",0.7188,0.6207,32,29
"NAD(P)H-nitrite reductase, large subunit (NirB)!!!Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase (NirD) (PDB:1FQT) (PUBMED:23844911)",0.664392235,0.415013588,0.802406221,Other,COG1251!!!COG2146,"GC_00001830, GC_00004716, GC_00010153",0.7188,0.6207,32,29
"Acetyltransferase, isoleucine patch superfamily (WbbJ)",0.664392235,0.415013588,0.802406221,Other,COG0110,"GC_00002563, GC_00004887, GC_00004965, GC_00005155, GC_00007607, GC_00008507, GC_00008647, GC_00009669",0.7188,0.6207,32,29
"Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family (PptA) (PDB:1BJP)",0.658236946,0.417183058,0.803851573,Other,COG1942,"GC_00001332, GC_00011654",0.7812,0.6897,32,29
"Uncharacterized conserved protein YecT, DUF1311 family (YecT) (PDB:3GI7)",0.658236946,0.417183058,0.803851573,Sourdough,COG3755,"GC_00004764, GC_00006079, GC_00008051",0.2188,0.3103,32,29
"Glucoamylase (glucan-1,4-alpha-glucosidase), GH15 family (SGA1) (PDB:1AGM)",0.657306535,0.417512451,0.803851573,Sourdough,COG3387,"GC_00002727, GC_00009734, GC_00010126",0.25,0.3448,32,29
Phosphoketolase (XFP) (PDB:3AHC),0.657306535,0.417512451,0.803851573,Sourdough,COG3957,GC_00002457,0.25,0.3448,32,29
"Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)",0.657306535,0.417512451,0.803851573,Sourdough,COG3509,"GC_00004299, GC_00004479",0.25,0.3448,32,29
"Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains (YedE)",0.606810647,0.435991191,0.835225195,Other,COG2391,"GC_00002441, GC_00002488, GC_00007062, GC_00008185",0.4062,0.3103,32,29
"mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)",0.606810647,0.435991191,0.835225195,Other,COG2026,"GC_00001875, GC_00007696, GC_00008714",0.4062,0.3103,32,29
"Uncharacterized conserved protein, DUF497 family (PDB:3U97)",0.606810647,0.435991191,0.835225195,Other,COG2929,"GC_00004745, GC_00005064, GC_00005601, GC_00007341, GC_00011132",0.4062,0.3103,32,29
"Uncharacterized conserved protein, DUF885 family (PDB:3IUK)",0.606810647,0.435991191,0.835225195,Other,COG4805,"GC_00002698, GC_00003038, GC_00006405, GC_00008020",0.4062,0.3103,32,29
"Predicted epimerase YddE/YHI9, PhzF superfamily (YHI9) (PDB:1SDJ) (PUBMED:24914732)",0.606810647,0.435991191,0.835225195,Sourdough,COG0384,"GC_00002424, GC_00002687, GC_00003536, GC_00009597",0.5938,0.6897,32,29
"Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor (Phd) (PDB:3DBO)",0.606810647,0.435991191,0.835225195,Sourdough,COG4118,"GC_00001663, GC_00002472, GC_00004257, GC_00007133, GC_00008394, GC_00009398",0.5938,0.6897,32,29
Mu-like prophage tail sheath protein gpL (gpL),0.547809464,0.45921413,0.873000212,Other,COG4386,"GC_00002536, GC_00003385, GC_00006734, GC_00011035",0.4375,0.3448,32,29
Ferritin-like metal-binding protein YciE (YciE) (PDB:2GS4),0.547809464,0.45921413,0.873000212,Other,COG3685,"GC_00002738, GC_00004275, GC_00009785",0.4375,0.3448,32,29
"Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family (StbD) (PDB:2A6Q)",0.547809464,0.45921413,0.873000212,Other,COG2161,"GC_00002665, GC_00002791, GC_00007044",0.4375,0.3448,32,29
Lhr-like helicase (Lhr) (PDB:5V9X),0.546293972,0.459835942,0.873000212,Other,COG1201,"GC_00005062, GC_00005223",0.25,0.1724,32,29
"Signal transduction histidine kinase (BaeS) (PDB:1JOY)!!!DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!Purine-cytosine permease or related protein (CodB)",0.546293972,0.459835942,0.873000212,Other,COG0642!!!COG0745!!!COG1457,GC_00003027,0.25,0.1724,32,29
Predicted branched-chain amino acid permease (azaleucine resistance) (AzlC),0.546293972,0.459835942,0.873000212,Other,COG1296,"GC_00003030, GC_00007573",0.25,0.1724,32,29
Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrQ) (PUBMED:26641313),0.537867716,0.46331776,0.873000212,Sourdough,COG2717,"GC_00001639, GC_00004881, GC_00007720, GC_00009675, GC_00011726",0.875,0.931,32,29
Preprotein translocase subunit SecE (SecE) (PDB:5MG3) (PUBMED:29684280),0.537867716,0.46331776,0.873000212,Sourdough,COG0690,GC_00001002,0.875,0.931,32,29
Ribosomal protein S21 (RpsU) (PDB:4V4H),0.537867716,0.46331776,0.873000212,Sourdough,COG0828,GC_00001000,0.875,0.931,32,29
"Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily",0.537867716,0.46331776,0.873000212,Sourdough,COG3558,GC_00000708,0.875,0.931,32,29
Periplasmic deferrochelatase/peroxidase EfeB (EfeB) (PDB:2D3Q),0.537867716,0.46331776,0.873000212,Sourdough,COG2837,GC_00000993,0.875,0.931,32,29
Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)!!!Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG),0.537867716,0.46331776,0.873000212,Other,COG0665!!!COG1249,GC_00005668,0.125,0.069,32,29
Aromatic ring-cleaving dioxygenase (DodA) (PDB:2NYH),0.537867716,0.46331776,0.873000212,Other,COG3805,"GC_00007972, GC_00008183, GC_00008219",0.125,0.069,32,29
"Predicted transcription regulator, contains HTH domain, MarR family",0.537867716,0.46331776,0.873000212,Other,COG5631,GC_00005677,0.125,0.069,32,29
"Putative alpha-1,2-mannosidase (PDB:2WVX)",0.537867716,0.46331776,0.873000212,Other,COG3537,"GC_00005521, GC_00005645",0.125,0.069,32,29
"Pyrimidine reductase, riboflavin biosynthesis (RibD) (PDB:2O7P)",0.537867716,0.46331776,0.873000212,Other,COG1985,GC_00005671,0.125,0.069,32,29
Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6),0.537867716,0.46331776,0.873000212,Other,COG3383,GC_00005477,0.125,0.069,32,29
"ABC-type spermidine/putrescine transport system, permease component II (PotC)",0.537867716,0.46331776,0.873000212,Other,COG1177,"GC_00006428, GC_00008651, GC_00009998, GC_00010051",0.125,0.069,32,29
Predicted P-loop ATPase and inactivated derivatives,0.537867716,0.46331776,0.873000212,Other,COG5545,"GC_00007064, GC_00009552",0.125,0.069,32,29
"Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)!!!Thiosulfate dehydrogenase TsdA, contains C-terminal cytochrome c domain (TsdA) (PUBMED:32457501)",0.537867716,0.46331776,0.873000212,Other,COG2010!!!COG3258,GC_00005652,0.125,0.069,32,29
Nucleoside 2-deoxyribosyltransferase (RCL) (PDB:1F8X),0.498283987,0.480255095,0.901952082,Sourdough,COG3613,"GC_00002489, GC_00003293, GC_00005241",0.5312,0.6207,32,29
"ABC-type uncharacterized transport system, permease and ATPase components (YddA) (PDB:6JBJ)",0.498283987,0.480255095,0.901952082,Sourdough,COG4178,"GC_00001865, GC_00004704, GC_00008662, GC_00009602",0.5312,0.6207,32,29
Na+/phosphate symporter (NptA),0.498283987,0.480255095,0.901952082,Other,COG1283,GC_00002019,0.4688,0.3793,32,29
23S rRNA G2445 N2-methylase RlmL (RlmL) (PDB:3V97) (PUBMED:22362734),0.498283987,0.480255095,0.901952082,Other,COG0116,GC_00002045,0.4688,0.3793,32,29
tRNA G10 N-methylase Trm11 (Trm11) (PDB:5E71),0.464938506,0.495324955,0.916796378,Sourdough,COG1041,GC_00007551,0.0312,0.069,32,29
Triphosphoribosyl-dephospho-CoA synthetase (CitG) (PDB:3H9P),0.464938506,0.495324955,0.916796378,Sourdough,COG1767,GC_00007888,0.0312,0.069,32,29
"Uncharacterized conserved protein, DUF917 family (PDB:2O3I)",0.464938506,0.495324955,0.916796378,Sourdough,COG3535,GC_00008539,0.0312,0.069,32,29
Type IV pilus biogenesis protein CpaD/CtpE (CpaD) (PUBMED:10880436),0.464938506,0.495324955,0.916796378,Sourdough,COG5461,GC_00007632,0.0312,0.069,32,29
"Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)!!!Predicted sugar hydrolase, contains GT1 and HAD domains (PDB:1YYC)",0.464938506,0.495324955,0.916796378,Sourdough,COG0438!!!COG5610,GC_00008701,0.0312,0.069,32,29
Replicative superfamily II helicase (BRR2) (PDB:2VA8),0.464938506,0.495324955,0.916796378,Sourdough,COG1204,GC_00008432,0.0312,0.069,32,29
"Predicted P-loop ATPase, KAP-like",0.464938506,0.495324955,0.916796378,Sourdough,COG4928,GC_00007539,0.0312,0.069,32,29
"Predicted antitoxin component of a toxin-antitoxin system, DUF433 family (PDB:2GA1)",0.464938506,0.495324955,0.916796378,Sourdough,COG2442,GC_00008165,0.0312,0.069,32,29
Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40),0.464938506,0.495324955,0.916796378,Sourdough,COG1472,GC_00008512,0.0312,0.069,32,29
Restriction endonuclease Mrr (Mrr),0.464938506,0.495324955,0.916796378,Sourdough,COG1715,GC_00007929,0.0312,0.069,32,29
"Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family (YcfA) (PDB:1WHZ) (PUBMED:16895922)",0.464938506,0.495324955,0.916796378,Sourdough,COG1724,GC_00008176,0.0312,0.069,32,29
Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC),0.464938506,0.495324955,0.916796378,Other,COG1960,"GC_00001756, GC_00002029, GC_00002389, GC_00002900, GC_00002915, GC_00003664, GC_00004652, GC_00004694, GC_00004834, GC_00004957, GC_00005385, GC_00005432, GC_00005468, GC_00005542, GC_00006821, GC_00007712, GC_00008346, GC_00009356, GC_00010784",0.9688,0.931,32,29
"Outer membrane protein assembly factor BamE, lipoprotein component of the BamABCDE complex (BamE) (PDB:2KM7)",0.464938506,0.495324955,0.916796378,Other,COG2913,"GC_00001314, GC_00003741",0.9688,0.931,32,29
Alkylated DNA repair dioxygenase AlkB (AlkB) (PDB:3KHC),0.464938506,0.495324955,0.916796378,Other,COG3145,"GC_00001257, GC_00004489, GC_00009548",0.9688,0.931,32,29
"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",0.464938506,0.495324955,0.916796378,Other,COG1680,"GC_00000043, GC_00002062, GC_00002146, GC_00004436, GC_00007813, GC_00009836",0.9688,0.931,32,29
"Cell wall hydrolase CwlJ, involved in spore germination (CwlJ) (PDB:4F55)",0.4552185,0.499867133,0.916796378,Sourdough,COG3773,GC_00001712,0.5,0.5862,32,29
"N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain (YcbX) (PUBMED:18312271;20118259)",0.4552185,0.499867133,0.916796378,Sourdough,COG3217,GC_00001825,0.5,0.5862,32,29
Membrane-bound inhibitor of C-type lysozyme (MliC) (PDB:2F09),0.4552185,0.499867133,0.916796378,Other,COG3895,"GC_00002892, GC_00004394, GC_00008383, GC_00011072",0.5,0.4138,32,29
"Uncharacterized membrane protein YgcG, contains a TPM-fold domain (YgcG) (PDB:2KW7)",0.4552185,0.499867133,0.916796378,Other,COG1512,"GC_00002830, GC_00004528, GC_00007383, GC_00010116",0.5,0.4138,32,29
Prophage maintenance system killer protein (Doc),0.4552185,0.499867133,0.916796378,Other,COG3654,"GC_00002583, GC_00003227, GC_00007056",0.5,0.4138,32,29
"Magnetosome formation protein MamQ, lipoprotein antigen LemA family (LemA) (PDB:2ETD) (PUBMED:14638756;20212111;26884433)",0.4552185,0.499867133,0.916796378,Other,COG1704,"GC_00001933, GC_00009946",0.5,0.4138,32,29
High-affinity nickel/cobalt permease (HoxN),0.4552185,0.499867133,0.916796378,Other,COG3376,"GC_00003589, GC_00004871, GC_00007822, GC_00008252, GC_00010004, GC_00010180",0.5,0.4138,32,29
Bacterioferritin-associated ferredoxin (Bfd) (PDB:6E6R),0.452939487,0.500942334,0.916796378,Sourdough,COG2906,GC_00001454,0.7188,0.7931,32,29
Capsular polysaccharide biosynthesis protein,0.452939487,0.500942334,0.916796378,Sourdough,COG4421,"GC_00002375, GC_00002914, GC_00002990, GC_00003159, GC_00003319, GC_00003362, GC_00004155, GC_00004237, GC_00005669, GC_00006978, GC_00007277, GC_00008046, GC_00008920, GC_00009643, GC_00010046, GC_00010253, GC_00011190",0.7188,0.7931,32,29
"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Predicted transcriptional regulator (PDB:6CYJ)",0.452939487,0.500942334,0.916796378,Sourdough,COG1396!!!COG3800,"GC_00001302, GC_00005731, GC_00010154",0.7188,0.7931,32,29
"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",0.452939487,0.500942334,0.916796378,Other,COG3593,"GC_00006694, GC_00008120, GC_00008142, GC_00009795, GC_00010538, GC_00010922, GC_00010923, GC_00011500",0.2812,0.2069,32,29
Hemolysin activation/secretion protein (FhaC) (PDB:2MHJ),0.452939487,0.500942334,0.916796378,Other,COG2831,"GC_00003165, GC_00005297, GC_00008308",0.2812,0.2069,32,29
Predicted peptidase (PDB:3DOH),0.452939487,0.500942334,0.916796378,Other,COG4099,GC_00002621,0.2812,0.2069,32,29
"Phage terminase, large subunit GpA (gpA1)",0.452939487,0.500942334,0.916796378,Other,COG5525,"GC_00004873, GC_00008681, GC_00009332, GC_00009991",0.2812,0.2069,32,29
Predicted restriction endonuclease,0.452939487,0.500942334,0.916796378,Other,COG3440,"GC_00005971, GC_00007568, GC_00008921, GC_00010010, GC_00010171, GC_00011044",0.2812,0.2069,32,29
"Glutathionylspermidine synthase, CHAP domain (Gsp) (PDB:2IO7)",0.452939487,0.500942334,0.916796378,Other,COG0754,GC_00002627,0.2812,0.2069,32,29
Arginine exporter protein ArgO (ArgO),0.452939487,0.500942334,0.916796378,Other,COG1279,GC_00002737,0.2812,0.2069,32,29
Predicted enzyme involved in methoxymalonyl-ACP biosynthesis (FkbH),0.418315873,0.517778589,0.945347543,Sourdough,COG3882,"GC_00001672, GC_00002906, GC_00005983, GC_00006708, GC_00008133",0.4688,0.5517,32,29
Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases (CysJ) (PDB:1YKG) (PUBMED:20118259)!!!Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6),0.418315873,0.517778589,0.945347543,Sourdough,COG0369!!!COG3383,GC_00001832,0.4688,0.5517,32,29
"Zn-dependent amino- or carboxypeptidase, M28 family (Iap) (PDB:1AMP)",0.418315873,0.517778589,0.945347543,Other,COG2234,"GC_00002101, GC_00004411, GC_00007634",0.5312,0.4483,32,29
N-Dimethylarginine dimethylaminohydrolase (DdaH) (PDB:6LRH),0.387478994,0.533627535,0.972736452,Sourdough,COG1834,GC_00001899,0.4375,0.5172,32,29
N-acyl-D-aspartate/D-glutamate deacylase,0.387478994,0.533627535,0.972736452,Other,COG3653,"GC_00002716, GC_00003351, GC_00003396",0.5625,0.4828,32,29
Heme-degrading monooxygenase HmoA and related ABM domain proteins (HmoA) (PDB:1IUJ) (PUBMED:21873409),0.382567099,0.536232561,0.975161432,Sourdough,COG2329,"GC_00001366, GC_00002268, GC_00006739, GC_00010400",0.6875,0.7586,32,29
"GAF domain (GAF)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain",0.382567099,0.536232561,0.975161432,Other,COG2203!!!COG5001,"GC_00002848, GC_00005153, GC_00007520, GC_00009032, GC_00009067",0.3125,0.2414,32,29
"DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)!!!Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)",0.382567099,0.536232561,0.975161432,Other,COG1846!!!COG1940,GC_00002481,0.3125,0.2414,32,29
"Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains",0.372321496,0.541741566,0.98362096,Other,COG2905,GC_00005041,0.1562,0.1034,32,29
"Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid) (WcaJ) (PDB:5W7L)",0.372321496,0.541741566,0.98362096,Other,COG2148,"GC_00006175, GC_00006334, GC_00007768",0.1562,0.1034,32,29
tRNA-binding EMAP/Myf domain (EMAP) (PDB:1MKH),0.36182119,0.547496529,0.991716285,Other,COG0073,"GC_00002287, GC_00002812",0.5938,0.5172,32,29
Mannosyltransferase OCH1 or related enzyme (OCH1),0.36182119,0.547496529,0.991716285,Sourdough,COG3774,"GC_00004808, GC_00006399, GC_00006412, GC_00006424, GC_00006495, GC_00006727, GC_00008995, GC_00009339, GC_00010532, GC_00010604, GC_00010929",0.4062,0.4828,32,29
"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)",0.36182119,0.547496529,0.991716285,Other,COG1123,"GC_00003200, GC_00003368, GC_00003901, GC_00006200, GC_00006218, GC_00007921, GC_00008019, GC_00009414, GC_00011146",0.5938,0.5172,32,29
